product_code,product_name,product_brand,product_price,product_desc,product_url,product_cat_nums,product_cat_names
30262223,"LG 55SM8000PLA NanoCell 4K Ultra HD 55"" 140 Ekran Uydu Alıcılı Smart LED Televizyon",LG,"5.499,00 TL","
LG 55SM8000PLA LED TV

ANA ÖZELLİKLER
Ekran boyutu (İnç/cm): 55"" / 139cm
NanoCell Display: Var
Ekran Tipi: Edge LED
Çözünürlük: 3840 x 2160
LG Smart TV: Var
Dahili HD Uydu Alıcısı: Var

GÖRÜNTÜ
Görüntü İşlemcisi: Dört Çekirdekli İşlemci
Picture Mastering Index: PMI 2200
4K Aktif HDR: Var
Desteklenen HDR Formatları: HDR 10 Pro, HLG
Technicolor Expert Modu: Var
Ultra Parlaklık: Var
Renk Düzenleme Motoru: Var
Gerçek Renk Doğruluğu: Var
Gelişmiş Renk İyileştirme: Var
Çözünürlük Yükseltici: Var (4K)
Geniş Renk Gamutu: Var(NanoCell Color)
Yerel Karartma: Var
Gürültü Azaltma: Var
2K HFR: Var
HEVC: Var (4K/60p, 10 bit)
VP9: Var (4K/60p, 10 bit)

SES
Hoparlör Sistemi: 2.0 Hoparlör Sistemi
Ses Çıkışı: 10W + 10W
Surround Ses Özelliği: DTS Virtual: X, Ultra Surround
Tek Dokunuşla Ses Ayarlama: Var
Net Ses III: Var
Bluetooh Üzerinden Müzik Çalma: Var
LG Sound Sync: Var
DTS Decoder: Var
Audio Codec: AC4, AC3(Dolby Digital), EAC3, HE-AAC, AAC, MP2, MP3, PCM, DTS, DTS-HD, DTS Express, WMA, apt-X

AI TV (Yapay Zeka)
LG ThinQ AI: Var (LG Sihirli Kumanda gerektirir.)
Akıllı Ses Tanıma: var
Sesi Yazıya Çevirme: Var
Sesle Arama: Var
LG TV Plus Mobil Uygulama Desteği: Var

YAYIN
Dijital: DVB-T2/C/S2
Türksat Kanal Güncelleme Sistemi (TKGS) Desteği: Var
D-Smart D-Fix Modül Uyumluluğu: Var

SMART TV
İşletim Sistemi: webOS
Başlatma Menüsü: Var
360 VR: Var
Sihirli Link: Var
Mobil Bağlantı: Var
Kanallarım: Var
Hızlı Erişim: Var
Kanal Tavsiyesi: Var
Evrensel Kontrol: Var
LG Uygulama Mağazası: Var
Web Tarayıcısı: Var
Sakıncalı Siteler İçin Otomatik Erişim Engeli: Var
Müzik Çalar: Var

EK ÖZELLİKLER
İşlemci: Dört Çekirdekli İşlemci
DTV Recording (Harici bir HDD veya USB ile çalışır.): Var
Time Shift (Harici bir HDD veya USB ile çalışır.): Var
Simplink (HDMI CEC): Var
E-Kılavuz: Var
Enerji Tasarrufu Modu: Var

BAĞLANTI / ARAYÜZ
Screen Share: Var
Bluetooth: Var (V5.0)
WiFi: Var (802.11ac)
RF Girişi: Var (2 adet)
Komponent Girişi (Composite Share): Var
Dijital Ses Çıkışı (Optical): Var
HDMI Girişi: Var (4 adet - HDMI 2.0)
LAN: Var
CI Yuvası: Var
Kulaklık Çıkışı: Yok
USB Girişi: Var (2 adet)

AKSESUARLAR
Standart Kumanda: Var
Sihirli Kumanda: Uyumlu (Ayrı olarak satılır.)
Pil (Kumanda için): Var
VESA Duvar Askı Desteği: Var (Duvar Askı Aparatı değildir. Duvar Askı Aparatı ayrı olarak satılmaktadır.)
Güç Kablosu: Var
Kullanıcı Klavuzu: Var

GÜÇ
Voltaj, Hz: 100~240Vac 50-60Hz
Bekleme Modu (Stand-by) Güç Tüketimi (W): 0.5W↓
Enerji Sınıfı: A
Açık Modda Ortalama Güç Tüketimi (IEC 62087 Ed.2 uyarınca) (W): 109
Yıllık Güç Tüketimi (kWh): 151
Civa İçeriği (Mercury Content) (mg): 0
Kurşun İçeriği (Presence of Lead): Var

BOYUTLAR & AĞIRLIK
TV Boyutları (Ayaksız) (GxYxD) (mm):: 1232 × 716 × 63,6
TV Boyutları (Ayaklı) (GxYxD) (mm):: 1232 × 776 × 231
Kutu Boyutları (GxYxD) (mm):: 1354 × 826 × 146
TV Ağırlığı (Ayaksız) (kg):: 17,2
TV Ağırlığı (Ayaklı) (kg):: 18,7
Kutu Ağırlığı (kg):: 23,7",https://www.carrefoursa.com/tr/lg-55sm8000pla-nanocell-4k-ultra-hd-55-140-ekran-uydu-alicili-smart-led-televizyon-p-30262223,"2286,2313,2314","Elektronik,Televizyon, Görüntü ve Ses Sistemleri,Televizyon"
